image 4935/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-09-20-2024-4666.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5708/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5445.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5709/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5446.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5710/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5447.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5711/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5448.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5712/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5449.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5713/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5450.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5714/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5451.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5715/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5452.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5716/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5453.JPG: 640x640 narrowleaf_cattail 1.00, purple_loosestrife 0.00, phragmites 0.00, none 0.00, 3.0ms
image 5717/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5454.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5718/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5455.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5719/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5456.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5720/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5457.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5721/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5458.JPG: 640x640 phragmites 0.70, narrowleaf_cattail 0.30, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5722/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5459.JPG: 640x640 narrowleaf_cattail 0.99, purple_loosestrife 0.01, phragmites 0.01, none 0.00, 3.0ms
image 5723/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5460.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5724/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5461.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5725/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5462.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.0ms
image 5726/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5463.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 2.9ms
image 5727/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5464.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5728/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5465.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5729/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5466.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5730/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5467.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5731/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5468.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.01, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5732/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5469.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5733/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5470.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5734/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5471.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5735/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5472.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5736/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5473.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5737/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5474.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5738/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5475.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5739/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5476.JPG: 640x640 narrowleaf_cattail 0.96, purple_loosestrife 0.02, phragmites 0.02, none 0.00, 3.0ms
image 5740/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5477.JPG: 640x640 narrowleaf_cattail 0.92, purple_loosestrife 0.05, phragmites 0.03, none 0.00, 3.1ms
image 5741/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5478.JPG: 640x640 narrowleaf_cattail 0.90, purple_loosestrife 0.07, phragmites 0.02, none 0.00, 3.0ms
image 5742/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5479.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.01, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5743/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5480.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5744/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5481.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5745/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5482.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5746/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5483.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5747/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5484.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5748/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5485.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5749/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5486.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5750/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5487.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5751/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5488.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5752/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5489.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5753/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5490.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5754/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5491.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5755/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5492.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.01, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5756/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5493.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5757/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5494.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5758/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5495.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5759/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5496.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.1ms
image 5760/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5497.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5761/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5498.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.0ms
image 5762/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5499.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5763/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5500.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.0ms
image 5764/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5501.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.0ms
image 5765/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5502.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5766/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5503.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5767/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5504.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5768/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5505.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5769/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5506.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.1ms
image 5770/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5507.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5771/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5508.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5772/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5509.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5773/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5510.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.0ms
image 5774/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5511.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.0ms
image 5775/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5512.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.1ms
image 5776/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5513.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.1ms
image 5777/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5514.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.1ms
image 5778/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5515.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.1ms
image 5779/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5516.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.0ms
image 5780/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5517.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5781/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5518.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5782/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5519.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.3ms
image 5783/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5520.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5784/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5521.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5785/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5522.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.0ms
image 5786/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5523.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5787/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5524.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5788/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5525.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.1ms
image 5789/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5526.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5790/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5527.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5791/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5528.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5792/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5529.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5793/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5530.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5794/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5531.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.01, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5795/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5532.JPG: 640x640 narrowleaf_cattail 0.80, phragmites 0.17, purple_loosestrife 0.02, none 0.01, 3.0ms
image 5796/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5533.JPG: 640x640 narrowleaf_cattail 0.95, phragmites 0.02, none 0.01, purple_loosestrife 0.01, 3.0ms
image 5797/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5534.JPG: 640x640 narrowleaf_cattail 0.93, phragmites 0.05, purple_loosestrife 0.01, none 0.01, 3.0ms
image 5798/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5535.JPG: 640x640 narrowleaf_cattail 0.98, phragmites 0.02, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5799/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5536.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.1ms
image 5800/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5537.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.1ms
image 5801/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5538.JPG: 640x640 narrowleaf_cattail 0.97, phragmites 0.02, purple_loosestrife 0.01, none 0.00, 3.1ms
image 5802/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5539.JPG: 640x640 narrowleaf_cattail 0.97, phragmites 0.01, purple_loosestrife 0.01, none 0.00, 3.0ms
image 5803/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5540.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5804/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5541.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5805/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5542.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5806/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5543.JPG: 640x640 narrowleaf_cattail 1.00, purple_loosestrife 0.00, phragmites 0.00, none 0.00, 3.0ms
image 5807/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5544.JPG: 640x640 narrowleaf_cattail 1.00, purple_loosestrife 0.00, phragmites 0.00, none 0.00, 3.0ms
image 5808/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5545.JPG: 640x640 narrowleaf_cattail 1.00, purple_loosestrife 0.00, phragmites 0.00, none 0.00, 4.3ms
image 5809/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5546.JPG: 640x640 narrowleaf_cattail 1.00, purple_loosestrife 0.00, phragmites 0.00, none 0.00, 3.1ms
image 5810/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5547.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5811/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5548.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5812/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5549.JPG: 640x640 narrowleaf_cattail 0.90, purple_loosestrife 0.05, phragmites 0.04, none 0.01, 3.0ms
image 5813/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5550.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.01, purple_loosestrife 0.01, none 0.00, 3.0ms
image 5814/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5551.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.01, purple_loosestrife 0.01, none 0.00, 3.0ms
image 5815/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5552.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5816/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5553.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5817/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5554.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5818/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5555.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5819/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5556.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5820/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5557.JPG: 640x640 narrowleaf_cattail 1.00, purple_loosestrife 0.00, none 0.00, phragmites 0.00, 3.1ms
image 5821/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5558.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.0ms
image 5822/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5559.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5823/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5560.JPG: 640x640 narrowleaf_cattail 1.00, purple_loosestrife 0.00, phragmites 0.00, none 0.00, 3.0ms
image 5824/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5561.JPG: 640x640 narrowleaf_cattail 1.00, purple_loosestrife 0.00, phragmites 0.00, none 0.00, 3.0ms
image 5825/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5562.JPG: 640x640 narrowleaf_cattail 0.94, phragmites 0.04, purple_loosestrife 0.02, none 0.00, 3.0ms
image 5826/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5563.JPG: 640x640 narrowleaf_cattail 0.90, purple_loosestrife 0.05, phragmites 0.04, none 0.01, 3.0ms
image 5827/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5564.JPG: 640x640 narrowleaf_cattail 0.95, phragmites 0.03, purple_loosestrife 0.01, none 0.01, 3.6ms
image 5828/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5565.JPG: 640x640 narrowleaf_cattail 0.97, phragmites 0.02, purple_loosestrife 0.00, none 0.00, 3.0ms
